Feature,Midle,Turned,Value
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_namespaceSelector_matchLabels,ClusterPolicy_spec_rules_exclude_all_resources_namespaceSelector_matchLabels,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_namespaces,ClusterPolicy_spec_rules_exclude_all_resources_namespaces,namespaces,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_namespaces_StringValue,ClusterPolicy_spec_rules_exclude_all_resources_namespaces_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_operations,ClusterPolicy_spec_rules_exclude_all_resources_operations,operations,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_operations_CREATE,ClusterPolicy_spec_rules_exclude_all_resources_operations_CREATE,CREATE,CREATE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_operations_CONNECT,ClusterPolicy_spec_rules_exclude_all_resources_operations_CONNECT,CONNECT,CONNECT
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_operations_UPDATE,ClusterPolicy_spec_rules_exclude_all_resources_operations_UPDATE,UPDATE,UPDATE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_operations_DELETE,ClusterPolicy_spec_rules_exclude_all_resources_operations_DELETE,DELETE,DELETE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_selector,ClusterPolicy_spec_rules_exclude_all_resources_selector,selector,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions,ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions_key,ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions_key,key,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions_operator,ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions_operator,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions_values,ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions_values,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions_values_StringValue,ClusterPolicy_spec_rules_exclude_all_resources_selector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_resources_selector_matchLabels,ClusterPolicy_spec_rules_exclude_all_resources_selector_matchLabels,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_roles,ClusterPolicy_spec_rules_exclude_all_roles,roles,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_roles_StringValue,ClusterPolicy_spec_rules_exclude_all_roles_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_subjects,ClusterPolicy_spec_rules_exclude_all_subjects,subjects,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_subjects_kind,ClusterPolicy_spec_rules_exclude_all_subjects_kind,kind,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_subjects_name,ClusterPolicy_spec_rules_exclude_all_subjects_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_subjects_apiGroup,ClusterPolicy_spec_rules_exclude_all_subjects_apiGroup,apiGroup,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_all_subjects_namespace,ClusterPolicy_spec_rules_exclude_all_subjects_namespace,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any,ClusterPolicy_spec_rules_exclude_any,any,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_clusterRoles,ClusterPolicy_spec_rules_exclude_any_clusterRoles,clusterRoles,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_clusterRoles_StringValue,ClusterPolicy_spec_rules_exclude_any_clusterRoles_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources,ClusterPolicy_spec_rules_exclude_any_resources,resources,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_annotations,ClusterPolicy_spec_rules_exclude_any_resources_annotations,annotations,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_kinds,ClusterPolicy_spec_rules_exclude_any_resources_kinds,kinds,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_kinds_StringValue,ClusterPolicy_spec_rules_exclude_any_resources_kinds_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_name,ClusterPolicy_spec_rules_exclude_any_resources_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_names,ClusterPolicy_spec_rules_exclude_any_resources_names,names,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_names_StringValue,ClusterPolicy_spec_rules_exclude_any_resources_names_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector,ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector,namespaceSelector,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions,ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions_key,ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions_key,key,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions_operator,ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions_operator,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions_values,ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions_values,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions_values_StringValue,ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchLabels,ClusterPolicy_spec_rules_exclude_any_resources_namespaceSelector_matchLabels,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaces,ClusterPolicy_spec_rules_exclude_any_resources_namespaces,namespaces,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_namespaces_StringValue,ClusterPolicy_spec_rules_exclude_any_resources_namespaces_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_operations,ClusterPolicy_spec_rules_exclude_any_resources_operations,operations,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_operations_CREATE,ClusterPolicy_spec_rules_exclude_any_resources_operations_CREATE,CREATE,CREATE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_operations_CONNECT,ClusterPolicy_spec_rules_exclude_any_resources_operations_CONNECT,CONNECT,CONNECT
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_operations_UPDATE,ClusterPolicy_spec_rules_exclude_any_resources_operations_UPDATE,UPDATE,UPDATE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_operations_DELETE,ClusterPolicy_spec_rules_exclude_any_resources_operations_DELETE,DELETE,DELETE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_selector,ClusterPolicy_spec_rules_exclude_any_resources_selector,selector,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions,ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions_key,ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions_key,key,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions_operator,ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions_operator,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions_values,ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions_values,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions_values_StringValue,ClusterPolicy_spec_rules_exclude_any_resources_selector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_resources_selector_matchLabels,ClusterPolicy_spec_rules_exclude_any_resources_selector_matchLabels,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_roles,ClusterPolicy_spec_rules_exclude_any_roles,roles,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_roles_StringValue,ClusterPolicy_spec_rules_exclude_any_roles_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_subjects,ClusterPolicy_spec_rules_exclude_any_subjects,subjects,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_subjects_kind,ClusterPolicy_spec_rules_exclude_any_subjects_kind,kind,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_subjects_name,ClusterPolicy_spec_rules_exclude_any_subjects_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_subjects_apiGroup,ClusterPolicy_spec_rules_exclude_any_subjects_apiGroup,apiGroup,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_any_subjects_namespace,ClusterPolicy_spec_rules_exclude_any_subjects_namespace,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_clusterRoles,ClusterPolicy_spec_rules_exclude_clusterRoles,clusterRoles,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_clusterRoles_StringValue,ClusterPolicy_spec_rules_exclude_clusterRoles_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources,ClusterPolicy_spec_rules_exclude_resources,resources,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_annotations,ClusterPolicy_spec_rules_exclude_resources_annotations,annotations,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_kinds,ClusterPolicy_spec_rules_exclude_resources_kinds,kinds,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_kinds_StringValue,ClusterPolicy_spec_rules_exclude_resources_kinds_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_name,ClusterPolicy_spec_rules_exclude_resources_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_names,ClusterPolicy_spec_rules_exclude_resources_names,names,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_names_StringValue,ClusterPolicy_spec_rules_exclude_resources_names_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector,ClusterPolicy_spec_rules_exclude_resources_namespaceSelector,namespaceSelector,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions,ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_key,ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_key,key,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_operator,ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_operator,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_values,ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_values,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_values_StringValue,ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchLabels,ClusterPolicy_spec_rules_exclude_resources_namespaceSelector_matchLabels,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaces,ClusterPolicy_spec_rules_exclude_resources_namespaces,namespaces,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_namespaces_StringValue,ClusterPolicy_spec_rules_exclude_resources_namespaces_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations,ClusterPolicy_spec_rules_exclude_resources_operations,operations,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations_CREATE,ClusterPolicy_spec_rules_exclude_resources_operations_CREATE,CREATE,CREATE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations_CONNECT,ClusterPolicy_spec_rules_exclude_resources_operations_CONNECT,CONNECT,CONNECT
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations_UPDATE,ClusterPolicy_spec_rules_exclude_resources_operations_UPDATE,UPDATE,UPDATE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_operations_DELETE,ClusterPolicy_spec_rules_exclude_resources_operations_DELETE,DELETE,DELETE
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector,ClusterPolicy_spec_rules_exclude_resources_selector,selector,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions,ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_key,ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_key,key,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_operator,ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_operator,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_values,ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_values,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_values_StringValue,ClusterPolicy_spec_rules_exclude_resources_selector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_resources_selector_matchLabels,ClusterPolicy_spec_rules_exclude_resources_selector_matchLabels,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_roles,ClusterPolicy_spec_rules_exclude_roles,roles,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_roles_StringValue,ClusterPolicy_spec_rules_exclude_roles_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects,ClusterPolicy_spec_rules_exclude_subjects,subjects,-
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects_kind,ClusterPolicy_spec_rules_exclude_subjects_kind,kind,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects_name,ClusterPolicy_spec_rules_exclude_subjects_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects_apiGroup,ClusterPolicy_spec_rules_exclude_subjects_apiGroup,apiGroup,
kyverno_io_v1_ClusterPolicy_spec_rules_exclude_subjects_namespace,ClusterPolicy_spec_rules_exclude_subjects_namespace,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate,ClusterPolicy_spec_rules_generate,generate,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_apiVersion,ClusterPolicy_spec_rules_generate_apiVersion,apiVersion,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_clone,ClusterPolicy_spec_rules_generate_clone,clone,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_clone_name,ClusterPolicy_spec_rules_generate_clone_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_clone_namespace,ClusterPolicy_spec_rules_generate_clone_namespace,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList,ClusterPolicy_spec_rules_generate_cloneList,cloneList,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_kinds,ClusterPolicy_spec_rules_generate_cloneList_kinds,kinds,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_kinds_StringValue,ClusterPolicy_spec_rules_generate_cloneList_kinds_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_namespace,ClusterPolicy_spec_rules_generate_cloneList_namespace,namespace,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector,ClusterPolicy_spec_rules_generate_cloneList_selector,selector,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions,ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions,matchExpressions,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_key,ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_key,key,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_operator,ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_operator,operator,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_values,ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_values,values,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_values_StringValue,ClusterPolicy_spec_rules_generate_cloneList_selector_matchExpressions_values_StringValue,StringValue,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_cloneList_selector_matchLabels,ClusterPolicy_spec_rules_generate_cloneList_selector_matchLabels,matchLabels,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_data,ClusterPolicy_spec_rules_generate_data,data,preserveUnknownFields
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach,ClusterPolicy_spec_rules_generate_foreach,foreach,-
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_apiVersion,ClusterPolicy_spec_rules_generate_foreach_apiVersion,apiVersion,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_clone,ClusterPolicy_spec_rules_generate_foreach_clone,clone,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_clone_name,ClusterPolicy_spec_rules_generate_foreach_clone_name,name,
kyverno_io_v1_ClusterPolicy_spec_rules_generate_foreach_clone_namespace,ClusterPolicy_spec_rules_generate_foreach_clone_namespace,namespace,
